NE Name,Shelf,Slot,Port,Port Name,ONTs
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,13,TRK XI1624 (ITAGU-162-04-CO2),29
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,14,TRK XI1634 (ITAGU-163-04-CO2),10
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,15,TRK XI1644 (ITAGU-164-04-CO2),25
ZAC-ANT.ATP_ITAGUI-N1-C600,1,13,16,TRK XI1654 (ITAGU-165-04-CO2),16
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,1,TRK XI1664 (ITAGU-166-04-CO2),24
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,2,TRK XI1674 (ITAGU-167-04-CO2),29
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,3,TRK XI1812 (ITAGU-181-02-CO2),31
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,4,TRK XI1822 (ITAGU-182-02-CO2),14
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,5,TRK XI1284 (ITAGU-128-04-CO2),47
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,6,TRK XI1294 (ITAGU-129-04-CO2),37
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,7,TRK XI1304 (ITAGU-130-04-CO2),15
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,8,TRK XI1314 (ITAGU-131-04-CO2),26
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,9,TRK XI1324 (ITAGU-132-04-CO2),30
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,10,TRK XI1334 (ITAGU-133-04-CO2),12
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,11,TRK XI1344 (ITAGU-134-04-CO2),34
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,12,TRK XI1354 (ITAGU-135-04-CO2),31
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,13,TRK XI1364 (ITAGU-136-04-CO2),12
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,14,TRK XI1374 (ITAGU-137-04-CO2),31
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,15,TRK XI1832 (ITAGU-183-02-CO2),10
ZAC-ANT.ATP_ITAGUI-N1-C600,1,14,16,TRK XI1842 (ITAGU-184-02-CO2),5
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,1,TRK XI1575 (ITAGU-157-05-CO2),19
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,2,TRK XI1585 (ITAGU-158-05-CO2),8
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,3,TRK XI1595 (ITAGU-159-05-CO2),16
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,4,TRK XI1696 (ITAGU-169-06-CO2),44
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,5,TRK XI1706 (ITAGU-170-06-CO2),7
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,6,TRK XI1573 (ITAGU-157-03-CO2),2
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,7,TRK XI1932 (ITAGU-193-02-CO2),35
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,8,TRK XI1942 (ITAGU-194-02-CO2),26
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,9,TRK XI1952 (ITAGU-195-02-CO2),16
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,10,TRK XI1962 (ITAGU-196-02-CO2),24
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,11,TRK XI1972 (ITAGU-197-02-CO2),6
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,12,TRK XI1605 (ITAGU-160-05-CO2),20
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,13,TRK XI1615 (ITAGU-161-05-CO2),30
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,14,TRK XI0805 (ITAGU-80-05-CO2),24
